Id,Weekly_Sales
10_48_2012-12-21,4468.980500000001
10_48_2012-12-28,3735.2623
10_48_2013-01-04,2392.47
10_48_2013-01-11,2613.9
10_48_2013-01-18,2556.274
10_48_2013-01-25,2393.284
10_48_2013-02-01,2153.2725
10_48_2013-02-08,3054.3741999999997
10_48_2013-02-15,2632.6890000000003
10_48_2013-02-22,2564.0719999999997
10_48_2013-03-01,2258.259
10_48_2013-03-08,2736.869
10_48_2013-03-15,2708.989
10_48_2013-03-22,3164.2290000000003
10_48_2013-03-29,3382.1290000000004
10_48_2013-04-05,2868.0694999999996
10_48_2013-04-12,2619.2889999999998
10_48_2013-04-19,2589.674
10_48_2013-04-26,2740.634
10_48_2013-05-03,2389.5473
10_48_2013-05-10,2547.668
10_48_2013-05-17,2734.9980000000005
10_48_2013-05-24,2778.8277000000003
10_48_2013-05-31,2694.0627000000004
10_48_2013-06-07,2681.005
10_48_2013-06-14,2569.9373
10_48_2013-06-21,2691.2846999999997
10_48_2013-06-28,2731.3947
10_48_2013-07-05,2542.2342000000003
10_48_2013-07-12,2670.4671999999996
10_48_2013-07-19,2673.0242000000003
10_48_2013-07-26,2821.1395999999995
10_49_2012-11-02,18750.5353
10_49_2012-11-09,17895.220899999993
10_49_2012-11-16,18158.768500000013
10_49_2012-11-23,14860.766600000004
10_49_2012-11-30,17466.722999999994
10_49_2012-12-07,16709.080400000006
10_49_2012-12-14,16152.042900000008
10_49_2012-12-21,15561.77020000001
10_49_2012-12-28,15620.571800000003
10_49_2013-01-04,17936.96279999999
10_49_2013-01-11,18793.164800000002
10_49_2013-01-18,17072.637800000022
10_49_2013-01-25,20173.93540000001
10_49_2013-02-01,18587.579000000012
10_49_2013-02-08,20094.453800000007
10_49_2013-02-15,19649.045100000007
10_49_2013-02-22,20249.6443
10_49_2013-03-01,19887.369500000008
10_49_2013-03-08,20284.783299999996
10_49_2013-03-15,22016.59319999999
10_49_2013-03-22,19775.237399999987
10_49_2013-03-29,19770.58969999999
10_49_2013-04-05,17160.88849999999
10_49_2013-04-12,17452.69519999999
10_49_2013-04-19,16922.973899999994
10_49_2013-04-26,18201.778999999988
10_49_2013-05-03,16057.433099999997
10_49_2013-05-10,17104.978
10_49_2013-05-17,17101.127499999995
10_49_2013-05-24,17020.892699999997
10_49_2013-05-31,17340.643999999993
10_49_2013-06-07,16354.824599999994
10_49_2013-06-14,16021.660399999999
10_49_2013-06-21,16579.3963
10_49_2013-06-28,16918.2289
10_49_2013-07-05,15641.186899999997
10_49_2013-07-12,15888.409300000005
10_49_2013-07-19,16144.1075
10_49_2013-07-26,16287.324399999998
10_50_2012-11-02,4289.521599999999
10_50_2012-11-09,4253.811399999999
10_50_2012-11-16,4271.140799999998
10_50_2012-11-23,3366.7217
10_50_2012-11-30,4220.6968
10_50_2012-12-07,4060.2231999999995
10_50_2012-12-14,4142.590199999999
10_50_2012-12-21,4004.266399999999
10_50_2012-12-28,3757.5584
10_50_2013-01-04,4365.3436
10_50_2013-01-11,4589.544599999999
10_50_2013-01-18,4391.355599999999
10_50_2013-01-25,4520.3566
10_50_2013-02-01,4569.0466
10_50_2013-02-08,4322.0948
10_50_2013-02-15,4431.0635999999995
10_50_2013-02-22,4593.060999999999
10_50_2013-03-01,4486.571
10_50_2013-03-08,4463.793199999999
10_50_2013-03-15,4483.011199999999
10_50_2013-03-22,4553.3196
10_50_2013-03-29,4572.911599999999
10_50_2013-04-05,4648.3859999999995
10_50_2013-04-12,4650.4254
10_50_2013-04-19,4567.415
10_50_2013-04-26,4529.667
10_50_2013-05-03,4781.3193
10_50_2013-05-10,5140.5914
10_50_2013-05-17,4980.3885
10_50_2013-05-24,5068.4112
10_50_2013-05-31,4941.6993
10_50_2013-06-07,5082.3468
10_50_2013-06-14,4933.7081
10_50_2013-06-21,5108.6719
10_50_2013-06-28,4977.0416
10_50_2013-07-05,4773.8354
10_50_2013-07-12,4866.0343
10_50_2013-07-19,4980.4963
10_50_2013-07-26,5024.7705
10_52_2012-11-02,4708.739400000002
10_52_2012-11-09,4786.095700000001
10_52_2012-11-16,4997.7350000000015
10_52_2012-11-23,10687.275000000018
10_52_2012-11-30,5767.1012999999975
10_52_2012-12-07,5061.004
10_52_2012-12-14,4963.9565999999995
10_52_2012-12-21,5197.187099999998
10_52_2012-12-28,4210.090199999995
10_52_2013-01-04,4191.2550999999985
10_52_2013-01-11,4108.678699999999
10_52_2013-01-18,3923.1867999999995
10_52_2013-01-25,4014.1768999999995
10_52_2013-02-01,4507.476100000002
10_52_2013-02-08,4538.433900000003
10_52_2013-02-15,4358.0502
10_52_2013-02-22,4454.402799999999
10_52_2013-03-01,4396.2477
10_52_2013-03-08,4481.2601
10_52_2013-03-15,4257.984999999998
10_52_2013-03-22,4127.123999999998
10_52_2013-03-29,4010.6133999999984
10_52_2013-04-05,4063.766000000003
10_52_2013-04-12,4052.582300000001
10_52_2013-04-19,3896.9829
10_52_2013-04-26,3832.5585999999985
10_52_2013-05-03,4674.719400000001
10_52_2013-05-10,4913.366100000002
10_52_2013-05-17,4485.407300000002
10_52_2013-05-24,4514.893500000001
10_52_2013-05-31,4521.9772
10_52_2013-06-07,4326.076400000003
10_52_2013-06-14,4261.099399999999
10_52_2013-06-21,4298.658399999999
10_52_2013-06-28,4309.139599999999
10_52_2013-07-05,4099.082699999999
10_52_2013-07-12,4253.0590999999995
10_52_2013-07-19,4381.6231
10_52_2013-07-26,4481.791500000003
10_54_2012-11-02,68.87860000000008
10_54_2012-11-09,78.33620000000006
10_54_2012-11-16,75.19880000000003
10_54_2012-11-23,114.72179999999997
10_54_2012-11-30,96.80060000000003
10_54_2012-12-07,125.71020000000004
10_54_2012-12-14,131.51669999999996
10_54_2012-12-21,142.78849999999994
10_54_2012-12-28,114.47739999999989
10_54_2013-01-04,96.5996
10_54_2013-01-11,113.04499999999989
10_54_2013-01-18,98.71619999999997
10_54_2013-01-25,65.59960000000005
10_54_2013-02-08,103.0363
10_54_2013-02-15,105.31279999999998
10_54_2013-02-22,93.67020000000002
10_54_2013-03-01,83.90700000000004
10_54_2013-03-08,98.91580000000002
10_54_2013-03-15,117.73929999999993
10_54_2013-03-22,87.86770000000004
10_54_2013-03-29,57.099300000000056
10_54_2013-04-05,102.42329999999997
10_54_2013-04-12,106.01709999999999
10_54_2013-04-19,96.6513
10_54_2013-04-26,74.21440000000008
10_54_2013-05-03,193.12989999999994
10_54_2013-05-10,197.75349999999995
10_54_2013-05-17,157.36250000000004
10_54_2013-05-24,172.79399999999998
10_54_2013-06-07,158.2831
10_54_2013-06-14,171.94369999999998
10_54_2013-06-21,172.66169999999994
10_54_2013-06-28,176.46109999999993
10_54_2013-07-05,173.89329999999995
10_54_2013-07-12,163.24550000000002
10_54_2013-07-19,158.18750000000003
10_54_2013-07-26,167.89090000000004
10_55_2012-11-02,18346.325700000023
10_55_2012-11-09,23938.189600000012
10_55_2012-11-16,31119.467499999984
10_55_2012-11-23,56511.88860000004
10_55_2012-11-30,33670.65910000001
10_55_2012-12-07,34117.17079999999
10_55_2012-12-14,40931.47990000001
10_55_2012-12-21,48839.762599999995
10_55_2012-12-28,39464.178499999995
10_55_2013-01-04,15397.789900000009
10_55_2013-01-11,14396.903600000009
10_55_2013-01-18,14776.19890000001
10_55_2013-01-25,13353.198100000005
10_55_2013-02-01,14873.847400000002
10_55_2013-02-08,18182.715100000016
10_55_2013-02-15,16315.194000000007
10_55_2013-02-22,14461.502300000007
10_55_2013-03-01,14180.644400000001
10_55_2013-03-08,13837.638800000008
10_55_2013-03-15,13232.805700000004
10_55_2013-03-22,15227.170599999996
10_55_2013-03-29,13611.831899999997
10_55_2013-04-05,13409.043100000003
10_55_2013-04-12,13305.602299999997
10_55_2013-04-19,12595.095299999997
10_55_2013-04-26,12208.3396
10_55_2013-05-03,14592.163400000005
10_55_2013-05-10,14624.309800000003
10_55_2013-05-17,15187.189300000004
10_55_2013-05-24,15601.106999999996
10_55_2013-05-31,15811.4319
10_55_2013-06-07,15774.647199999998
10_55_2013-06-14,15780.166499999994
10_55_2013-06-21,15412.738999999996
10_55_2013-06-28,14925.787799999996
10_55_2013-07-05,15007.037800000006
10_55_2013-07-12,14393.841300000007
10_55_2013-07-19,14575.209200000007
10_55_2013-07-26,14315.119400000001
10_56_2012-11-02,855.8356999999992
10_56_2012-11-09,837.7620999999992
10_56_2012-11-16,806.3633999999995
10_56_2012-11-23,1772.8473000000013
10_56_2012-11-30,982.0977999999999
10_56_2012-12-07,1582.3815999999986
10_56_2012-12-14,1066.095999999999
10_56_2012-12-21,784.5165999999999
10_56_2012-12-28,634.2012000000001
10_56_2013-01-04,639.4521000000003
10_56_2013-01-11,800.5071999999999
10_56_2013-01-18,1022.4633999999992
10_56_2013-01-25,1748.7424999999992
10_56_2013-02-01,2392.205599999999
10_56_2013-02-08,3562.6893999999966
10_56_2013-02-15,2789.6698999999976
10_56_2013-02-22,3244.8763999999996
10_56_2013-03-01,2298.5011000000013
10_56_2013-03-08,2798.6681
10_56_2013-03-15,2778.3494999999984
10_56_2013-03-22,3341.9252999999985
10_56_2013-03-29,3240.941499999998
10_56_2013-04-05,3595.382099999997
10_56_2013-04-12,3866.1256999999987
10_56_2013-04-19,4164.204200000002
10_56_2013-04-26,3394.5423000000023
10_56_2013-05-03,7795.6716000000015
10_56_2013-05-10,8475.641700000002
10_56_2013-05-17,7606.4769
10_56_2013-05-24,9423.215999999999
10_56_2013-05-31,8806.311599999999
10_56_2013-06-07,5153.443400000003
10_56_2013-06-14,6147.322100000001
10_56_2013-06-21,6008.940700000001
10_56_2013-06-28,3653.3144000000007
10_56_2013-07-05,2846.9205000000006
10_56_2013-07-12,2042.1896999999994
10_56_2013-07-19,3148.3569999999995
10_56_2013-07-26,3140.6645000000003
10_58_2012-11-02,4970.16
10_58_2012-11-09,4716.19
10_58_2012-11-16,3490.14
10_58_2012-11-23,3135.19
10_58_2012-11-30,4047.7208
10_58_2012-12-07,4237.53
10_58_2012-12-14,3995.215
10_58_2012-12-21,3975.19
10_58_2012-12-28,3504.49
10_58_2013-01-04,3192.57
10_58_2013-01-11,3303.715
10_58_2013-01-18,3397.235
10_58_2013-01-25,4208.97
10_58_2013-02-01,3578.18
10_58_2013-02-08,3192.76
10_58_2013-02-15,2987.2
10_58_2013-02-22,3151.1
10_58_2013-03-01,3323.3026
10_58_2013-03-08,3597.76
10_58_2013-03-15,3512.08
10_58_2013-03-22,3329.02
10_58_2013-03-29,3693.4858000000004
10_58_2013-04-05,3155.75
10_58_2013-04-12,3659.135
10_58_2013-04-19,3598.3
10_58_2013-04-26,3804.985
10_58_2013-05-03,3853.4855
10_58_2013-05-10,4243.4655
10_58_2013-05-17,4075.0755
10_58_2013-05-24,3954.8852
10_58_2013-05-31,3808.1010000000006
10_58_2013-06-07,4970.9005
10_58_2013-06-14,4755.8309
10_58_2013-06-21,4389.6149
10_58_2013-06-28,4456.7407
10_58_2013-07-05,5570.745500000001
10_58_2013-07-12,5565.6559
10_58_2013-07-19,5335.0405
10_58_2013-07-26,5318.7268
10_59_2012-11-02,388.95000000000005
10_59_2012-11-09,480.00300000000004
10_59_2012-11-16,1194.7729999999988
10_59_2012-11-23,2390.9788000000035
10_59_2012-11-30,1592.4785999999988
10_59_2012-12-07,6054.413999999998
10_59_2012-12-14,6359.091999999997
10_59_2012-12-21,8653.751600000003
10_59_2012-12-28,9692.196200000011
10_59_2013-01-04,1504.1338000000005
10_59_2013-01-11,423.5715
10_59_2013-01-18,771.2349999999997
10_59_2013-01-25,355.3899999999999
10_59_2013-02-01,406.0861000000001
10_59_2013-02-08,332.03630000000027
10_59_2013-02-15,526.5119
10_59_2013-02-22,424.3956999999998
10_59_2013-03-01,455.8661999999999
10_59_2013-03-08,331.9054
10_59_2013-03-15,377.96569999999986
10_59_2013-03-22,313.25339999999994
10_59_2013-03-29,291.8253000000001
10_59_2013-04-05,335.7149999999998
10_59_2013-04-12,341.22609999999986
10_59_2013-04-19,346.8642
10_59_2013-04-26,318.8496
10_59_2013-05-03,820.2852999999997
10_59_2013-05-10,810.1517999999995
10_59_2013-05-17,786.4717999999997
10_59_2013-05-24,793.9530999999997
10_59_2013-05-31,782.2445
10_59_2013-06-07,849.6225999999999
10_59_2013-06-14,792.8712999999999
10_59_2013-06-21,747.3648
10_59_2013-06-28,731.5077999999997
10_59_2013-07-05,704.9549999999997
10_59_2013-07-12,643.3559999999999
10_59_2013-07-19,670.8173999999998
10_59_2013-07-26,669.8718999999999
10_60_2012-11-02,503.5659999999999
10_60_2012-11-09,559.9759999999999
10_60_2012-11-16,570.5159999999997
10_60_2012-11-23,496.8559999999997
10_60_2012-11-30,597.3919999999999
10_60_2012-12-07,725.9860000000001
10_60_2012-12-14,823.87
10_60_2012-12-21,717.5660000000003
10_60_2012-12-28,434.93199999999973
10_60_2013-01-04,524.37
10_60_2013-01-11,431.0859999999999
10_60_2013-01-18,437.306
10_60_2013-01-25,443.97599999999983
10_60_2013-02-01,457.14399999999995
10_60_2013-02-08,458.1815999999999
10_60_2013-02-15,453.083
10_60_2013-02-22,450.948
10_60_2013-03-01,480.16200000000003
10_60_2013-03-08,461.0
10_60_2013-03-15,428.1689999999999
10_60_2013-03-22,450.316
10_60_2013-03-29,383.14599999999996
10_60_2013-04-05,441.125
10_60_2013-04-12,458.21299999999997
10_60_2013-04-19,452.0759999999999
10_60_2013-04-26,444.80199999999996
10_60_2013-05-03,528.4726999999999
10_60_2013-05-10,530.3577000000001
10_60_2013-05-17,463.0627000000002
10_60_2013-05-24,456.7924000000002
10_60_2013-05-31,487.2834
10_60_2013-06-07,521.6637
10_60_2013-06-14,507.35610000000014
10_60_2013-06-21,463.6251000000001
10_60_2013-06-28,459.5241000000002
10_60_2013-07-05,552.2396999999999
10_60_2013-07-12,490.2381000000002
10_60_2013-07-19,471.6277000000001
10_60_2013-07-26,466.08240000000006
10_67_2012-11-02,11727.268299999998
10_67_2012-11-09,11910.780599999998
10_67_2012-11-16,11798.19399999999
10_67_2012-11-23,11033.950499999995
10_67_2012-11-30,12970.920699999991
10_67_2012-12-07,15150.827799999986
10_67_2012-12-14,18735.192299999995
10_67_2012-12-21,21633.61859999999
10_67_2012-12-28,12983.009699999997
10_67_2013-01-04,10389.220000000001
10_67_2013-01-11,10877.093300000006
10_67_2013-01-18,10763.699500000004
10_67_2013-01-25,11721.72380000001
10_67_2013-02-01,13462.507500000002
10_67_2013-02-08,18343.91330000002
10_67_2013-02-15,13301.398399999996
10_67_2013-02-22,12460.1051
10_67_2013-03-01,11750.959499999997
10_67_2013-03-08,12393.804900000003
10_67_2013-03-15,12332.216700000006
10_67_2013-03-22,13606.23309999999
10_67_2013-03-29,12846.241599999992
10_67_2013-04-05,12652.444099999997
10_67_2013-04-12,12125.277199999997
10_67_2013-04-19,12617.073999999999
10_67_2013-04-26,12573.04739999999
10_67_2013-05-03,13331.755599999999
10_67_2013-05-10,16765.477000000006
10_67_2013-05-17,13950.778100000001
10_67_2013-05-24,13129.260299999998
10_67_2013-05-31,12094.390599999995
10_67_2013-06-07,11943.582900000007
10_67_2013-06-14,12170.4445
10_67_2013-06-21,11903.228599999999
10_67_2013-06-28,11077.210399999996
10_67_2013-07-05,10827.0317
10_67_2013-07-12,11167.102899999993
10_67_2013-07-19,11456.8921
10_67_2013-07-26,10287.415999999994
10_71_2012-11-02,14062.124000000005
10_71_2012-11-09,13337.8726
10_71_2012-11-16,14084.623
10_71_2012-11-23,21883.754399999973
10_71_2012-11-30,14558.1707
10_71_2012-12-07,13398.302200000007
10_71_2012-12-14,13369.198000000011
10_71_2012-12-21,14588.806100000005
10_71_2012-12-28,13987.605200000005
10_71_2013-01-04,13960.551500000009
10_71_2013-01-11,13718.039100000002
10_71_2013-01-18,13978.8721
10_71_2013-01-25,14289.853900000011
10_71_2013-02-01,18763.310300000012
10_71_2013-02-08,24045.085800000023
10_71_2013-02-15,18381.320300000018
10_71_2013-02-22,19367.95700000002
10_71_2013-03-01,17624.585600000013
10_71_2013-03-08,17426.759400000006
10_71_2013-03-15,16966.42060000001
10_71_2013-03-22,15172.673900000005
10_71_2013-03-29,14773.827400000004
10_71_2013-04-05,13837.697200000004
10_71_2013-04-12,13840.945899999993
10_71_2013-04-19,13474.158199999998
10_71_2013-04-26,12714.258500000004
10_71_2013-05-03,13773.971199999998
10_71_2013-05-10,13333.1455
10_71_2013-05-17,13705.5105
10_71_2013-05-24,12990.735600000004
10_71_2013-05-31,12912.107700000004
10_71_2013-06-07,14573.307299999993
10_71_2013-06-14,13278.782700000007
10_71_2013-06-21,13517.706799999996
10_71_2013-06-28,13308.656399999994
10_71_2013-07-05,13904.592799999995
10_71_2013-07-12,13361.2849
10_71_2013-07-19,13633.465399999995
10_71_2013-07-26,13012.474199999997
10_72_2012-11-02,122047.01780000005
10_72_2012-11-09,125334.06970000001
10_72_2012-11-16,133634.322
10_72_2012-11-23,535255.0050999994
10_72_2012-11-30,157963.81019999998
10_72_2012-12-07,142856.88040000002
10_72_2012-12-14,153144.4891000001
10_72_2012-12-21,178501.43530000004
10_72_2012-12-28,206529.00750000015
10_72_2013-01-04,115085.73049999998
10_72_2013-01-11,115861.70950000003
10_72_2013-01-18,111428.8166
10_72_2013-01-25,113192.21520000004
10_72_2013-02-01,149262.39630000005
10_72_2013-02-08,209110.49050000016
10_72_2013-02-15,148493.22449999998
10_72_2013-02-22,136920.99760000006
10_72_2013-03-01,129894.62920000002
10_72_2013-03-08,115276.25050000004
10_72_2013-03-15,117017.7891000001
10_72_2013-03-22,113661.49420000002
10_72_2013-03-29,99603.38360000007
10_72_2013-04-05,106775.8124
10_72_2013-04-12,109091.92360000001
10_72_2013-04-19,110584.94880000003
10_72_2013-04-26,103595.91520000005
10_72_2013-05-03,115625.3427
10_72_2013-05-10,117694.41079999998
10_72_2013-05-17,117186.21770000001
10_72_2013-05-24,118833.27410000004
10_72_2013-05-31,119755.0501
10_72_2013-06-07,119513.67320000006
10_72_2013-06-14,117465.0638
10_72_2013-06-21,121641.69160000006
10_72_2013-06-28,119682.23550000007
10_72_2013-07-05,119849.05510000004
10_72_2013-07-12,117599.01530000004
10_72_2013-07-19,119819.83410000005
10_72_2013-07-26,120266.71450000003
10_74_2012-11-02,35643.71809999996
10_74_2012-11-09,35540.44049999997
10_74_2012-11-16,36030.32049999998
10_74_2012-11-23,51433.545999999995
10_74_2012-11-30,36754.302099999964
10_74_2012-12-07,34196.67179999996
10_74_2012-12-14,34367.008499999974
10_74_2012-12-21,35213.90929999998
10_74_2012-12-28,41144.42819999998
10_74_2013-01-04,44714.23970000003
10_74_2013-01-11,40823.82319999999
10_74_2013-01-18,39685.7951
10_74_2013-01-25,37324.38180000001
10_74_2013-02-01,40641.55559999999
10_74_2013-02-08,45593.771799999995
10_74_2013-02-15,42428.8888
10_74_2013-02-22,42488.64650000001
10_74_2013-03-01,41137.08099999997
10_74_2013-03-08,39876.75369999997
10_74_2013-03-15,39144.60709999998
10_74_2013-03-22,38402.69759999997
10_74_2013-03-29,38412.309899999964
10_74_2013-04-05,38381.61679999999
10_74_2013-04-12,38100.61979999999
10_74_2013-04-19,37362.93969999998
10_74_2013-04-26,35801.587300000014
10_74_2013-05-03,37977.03679999999
10_74_2013-05-10,37689.12860000001
10_74_2013-05-17,37494.61059999999
10_74_2013-05-24,36984.94059999999
10_74_2013-05-31,36768.9101
10_74_2013-06-07,38420.27560000001
10_74_2013-06-14,37397.399999999994
10_74_2013-06-21,38172.98889999999
10_74_2013-06-28,36760.646099999976
10_74_2013-07-05,38139.47400000002
10_74_2013-07-12,37594.71220000002
10_74_2013-07-19,37728.517700000004
10_74_2013-07-26,37466.12420000001
10_79_2012-11-02,38405.840900000025
10_79_2012-11-09,34171.8145
10_79_2012-11-16,36553.9135
10_79_2012-11-23,35862.59170000002
10_79_2012-11-30,34653.8887
10_79_2012-12-07,36708.0363
10_79_2012-12-14,36201.61399999999
10_79_2012-12-21,36808.31449999998
10_79_2012-12-28,30238.97280000002
10_79_2013-01-04,30608.28140000002
10_79_2013-01-11,31433.267200000013
10_79_2013-01-18,30672.152799999993
10_79_2013-01-25,30558.255599999997
10_79_2013-02-01,37604.59729999999
10_79_2013-02-08,39513.879700000005
10_79_2013-02-15,35733.97040000001
10_79_2013-02-22,34395.80619999999
10_79_2013-03-01,39583.20460000001
10_79_2013-03-08,37781.930400000005
10_79_2013-03-15,32196.396300000004
10_79_2013-03-22,30601.205100000006
10_79_2013-03-29,29806.95340000002
10_79_2013-04-05,31515.568300000014
10_79_2013-04-12,31418.114299999997
10_79_2013-04-19,29990.83520000002
10_79_2013-04-26,29306.13930000002
10_79_2013-05-03,35800.56819999998
10_79_2013-05-10,34886.60959999999
10_79_2013-05-17,35412.97170000001
10_79_2013-05-24,35620.40659999998
10_79_2013-05-31,33183.373
10_79_2013-06-07,35000.59889999998
10_79_2013-06-14,34865.01959999998
10_79_2013-06-21,34977.364699999984
10_79_2013-06-28,33852.7536
10_79_2013-07-05,34926.52579999998
10_79_2013-07-12,35138.03669999998
10_79_2013-07-19,35356.124199999984
10_79_2013-07-26,34405.41979999999
10_80_2012-11-02,352.08299999999974
10_80_2012-11-09,351.80839999999995
10_80_2012-11-16,374.0549
10_80_2012-11-23,352.9620000000003
10_80_2012-11-30,354.01990000000006
10_80_2012-12-07,419.5751000000001
10_80_2012-12-14,401.83540000000016
10_80_2012-12-21,383.21010000000007
10_80_2012-12-28,431.6718
10_80_2013-01-04,448.26610000000016
10_80_2013-01-11,366.5107000000002
10_80_2013-01-18,350.75790000000023
10_80_2013-01-25,365.16150000000016
10_80_2013-02-01,373.05850000000015
10_80_2013-02-08,435.5774000000003
10_80_2013-02-15,365.36469999999986
10_80_2013-02-22,351.4017999999999
10_80_2013-03-01,357.3269000000002
10_80_2013-03-08,385.4109999999999
10_80_2013-03-15,345.86570000000006
10_80_2013-03-22,354.98199999999997
10_80_2013-03-29,332.7720999999999
10_80_2013-04-05,395.4742000000001
10_80_2013-04-12,373.53430000000014
10_80_2013-04-19,302.49190000000016
10_80_2013-04-26,341.56219999999996
10_80_2013-05-03,680.2872000000002
10_80_2013-05-10,618.8234000000002
10_80_2013-05-17,687.4784000000003
10_80_2013-05-24,670.7309
10_80_2013-05-31,681.4974999999998
10_80_2013-06-07,679.4877000000005
10_80_2013-06-14,651.0547000000005
10_80_2013-06-21,637.1470000000004
10_80_2013-06-28,638.4373000000002
10_80_2013-07-05,669.0553000000003
10_80_2013-07-12,635.6643000000004
10_80_2013-07-19,653.9237000000002
10_80_2013-07-26,685.5079000000001
10_81_2012-11-02,10139.477800000008
10_81_2012-11-09,10298.888700000003
10_81_2012-11-16,10353.3218
10_81_2012-11-23,9634.994000000004
10_81_2012-11-30,9993.321800000003
10_81_2012-12-07,10286.633700000008
10_81_2012-12-14,9841.0605
10_81_2012-12-21,9392.115300000003
10_81_2012-12-28,7805.069300000003
10_81_2013-01-04,9376.449499999995
10_81_2013-01-11,9765.769400000008
10_81_2013-01-18,9984.517000000002
10_81_2013-01-25,10094.868000000002
10_81_2013-02-01,10436.869900000005
10_81_2013-02-08,10676.972300000007
10_81_2013-02-15,10424.7179
10_81_2013-02-22,10127.839300000001
10_81_2013-03-01,10222.915200000005
10_81_2013-03-08,10041.515800000001
10_81_2013-03-15,10037.2905
10_81_2013-03-22,9651.7233
10_81_2013-03-29,9693.8692
10_81_2013-04-05,9810.326100000004
10_81_2013-04-12,10171.012100000004
10_81_2013-04-19,9943.356800000001
10_81_2013-04-26,9748.9892
10_81_2013-05-03,11364.633999999996
10_81_2013-05-10,11378.86549999999
10_81_2013-05-17,11303.067299999995
10_81_2013-05-24,11427.424499999996
10_81_2013-05-31,11298.157799999988
10_81_2013-06-07,11225.171100000001
10_81_2013-06-14,11212.397199999998
10_81_2013-06-21,11286.575499999994
10_81_2013-06-28,11210.2964
10_81_2013-07-05,11439.121699999996
10_81_2013-07-12,11349.573699999992
10_81_2013-07-19,11486.061499999994
10_81_2013-07-26,11618.25169999999
10_82_2012-11-02,21656.41789999999
10_82_2012-11-09,22016.98459999997
10_82_2012-11-16,22214.71319999998
10_82_2012-11-23,26707.87560000001
10_82_2012-11-30,23330.466399999998
10_82_2012-12-07,37524.28410000002
10_82_2012-12-14,43929.59940000004
10_82_2012-12-21,63317.31910000006
10_82_2012-12-28,30197.1284
10_82_2013-01-04,18681.988900000008
10_82_2013-01-11,18918.40490000001
10_82_2013-01-18,18717.2406
10_82_2013-01-25,17168.8791
10_82_2013-02-01,20436.04229999999
10_82_2013-02-08,21542.519299999996
10_82_2013-02-15,21184.314899999998
10_82_2013-02-22,20516.997699999996
10_82_2013-03-01,20656.095499999996
10_82_2013-03-08,20576.5484
10_82_2013-03-15,20078.460199999987
10_82_2013-03-22,21940.69729999999
10_82_2013-03-29,21440.24319999999
10_82_2013-04-05,20890.42329999999
10_82_2013-04-12,20362.463399999997
10_82_2013-04-19,19529.945999999996
10_82_2013-04-26,19426.91729999999
10_82_2013-05-03,21235.765399999997
10_82_2013-05-10,21128.111800000006
10_82_2013-05-17,21066.093799999995
10_82_2013-05-24,21182.21549999998
10_82_2013-05-31,21248.80589999999
10_82_2013-06-07,22458.94649999999
10_82_2013-06-14,21895.27029999999
10_82_2013-06-21,22947.53939999998
10_82_2013-06-28,22114.072399999994
10_82_2013-07-05,21853.554099999994
10_82_2013-07-12,21660.377599999996
10_82_2013-07-19,21794.5126
10_82_2013-07-26,20947.313599999994
10_83_2012-11-02,233.8326999999999
10_83_2012-11-09,255.5968000000001
10_83_2012-11-16,287.43140000000005
10_83_2012-11-23,264.9218
10_83_2012-11-30,283.5019
10_83_2012-12-07,258.67270000000013
10_83_2012-12-14,255.5805
10_83_2012-12-21,253.44340000000008
10_83_2012-12-28,192.24829999999992
10_83_2013-01-04,226.97759999999968
10_83_2013-01-11,279.0283999999999
10_83_2013-01-18,298.2164999999998
10_83_2013-01-25,288.8985
10_83_2013-02-01,359.91970000000003
10_83_2013-02-08,407.6058999999998
10_83_2013-02-15,327.27459999999996
10_83_2013-02-22,321.05089999999996
10_83_2013-03-01,326.4006000000001
10_83_2013-03-08,335.8033000000001
10_83_2013-03-15,316.86359999999996
10_83_2013-03-22,330.3233999999998
10_83_2013-03-29,336.7415999999997
10_83_2013-04-05,329.6981999999997
10_83_2013-04-12,297.80569999999994
10_83_2013-04-19,296.1645999999999
10_83_2013-04-26,300.3655999999999
10_83_2013-05-03,364.74819999999994
10_83_2013-05-10,383.8793
10_83_2013-05-17,355.3074
10_83_2013-05-24,358.61519999999996
10_83_2013-05-31,358.0080999999999
10_83_2013-06-07,347.29090000000014
10_83_2013-06-14,325.9970000000001
10_83_2013-06-21,319.8747000000001
10_83_2013-06-28,324.37620000000015
10_83_2013-07-05,286.93040000000013
10_83_2013-07-12,298.04570000000024
10_83_2013-07-19,285.44250000000017
10_83_2013-07-26,293.28249999999997
10_85_2012-11-02,3069.6486
10_85_2012-11-09,3164.7740999999987
10_85_2012-11-16,2997.7099999999996
10_85_2012-11-23,2812.3498000000004
10_85_2012-11-30,3109.666999999999
10_85_2012-12-07,4664.190599999999
10_85_2012-12-14,7309.663900000003
10_85_2012-12-21,7828.731500000003
10_85_2012-12-28,3991.6599999999994
10_85_2013-01-04,2835.2608999999984
10_85_2013-01-11,2762.6439999999984
10_85_2013-01-18,2721.723
10_85_2013-01-25,2636.0681
10_85_2013-02-01,2885.5977000000003
10_85_2013-02-08,2940.7809
10_85_2013-02-15,2882.8351999999995
10_85_2013-02-22,2901.2779999999993
10_85_2013-03-01,2799.1699999999996
10_85_2013-03-08,2853.1755999999996
10_85_2013-03-15,2813.1476999999995
10_85_2013-03-22,2850.646099999998
10_85_2013-03-29,2908.6347999999984
